EDT,variable,value
2012-10-17,Mean TemperatureF,61
2012-10-17, CloudCover,4
2012-10-17, Min Humidity,49
2012-10-17, Mean VisibilityMiles,10
2012-10-17,Min TemperatureF,52
2012-10-17,PrecipitationIn,0.47
2012-10-17, Mean Humidity,63
2012-10-17, Min VisibilityMiles,4
2012-10-17,Max Dew PointF,55
2012-10-17, Max Gust SpeedMPH,35.0
2012-10-17,Max Humidity,77
2012-10-17, Max Wind SpeedMPH,23
2012-10-17,MeanDew PointF,49
2012-10-17, Mean Wind SpeedMPH,12
2012-10-17,Min DewpointF,46
2012-10-18, Mean Wind SpeedMPH,12
2012-10-18, Mean Sea Level PressureIn,29.55
2012-10-18, Max VisibilityMiles,10
2012-10-18,Max TemperatureF,62
2012-10-18, Max Sea Level PressureIn,29.64
2012-10-18,Min DewpointF,28
2012-10-18, Max Wind SpeedMPH,28
2012-10-18,MeanDew PointF,45
2012-10-18, Mean Humidity,61
2012-10-18, Mean VisibilityMiles,8
2012-10-18,Max Humidity,93
2012-10-18,PrecipitationIn,0.39
2012-10-18,Max Dew PointF,55
2012-10-18, Events,Rain
2012-10-18,Mean TemperatureF,55
2012-10-18, Min Humidity,29
2012-10-18, Max Gust SpeedMPH,45.0
2012-10-18,Min TemperatureF,48
2012-10-18, WindDirDegrees,224
2012-10-18, CloudCover,5
2012-10-18, Min Sea Level PressureIn,29.46
2012-10-18, Min VisibilityMiles,2
2012-10-19,MeanDew PointF,43
2012-10-19, WindDirDegrees,238
2012-10-19,PrecipitationIn,0.26
2012-10-19,Max Dew PointF,45
2012-10-19,Mean TemperatureF,50
2012-10-19, Max Sea Level PressureIn,29.73
2012-10-19, Max Wind SpeedMPH,17
2012-10-19, Mean Humidity,70
2012-10-19, Mean Sea Level PressureIn,29.62
2012-10-19, Max VisibilityMiles,10
2012-10-19,Min TemperatureF,46
2012-10-19, Min VisibilityMiles,2
2012-10-19, Min Sea Level PressureIn,29.53
2012-10-19,Max TemperatureF,54
2012-10-19,Min DewpointF,34
2012-10-19, Mean VisibilityMiles,9
2012-10-19, Min Humidity,46
2012-10-19,Max Humidity,93
2012-10-19, Events,Rain
2012-10-19, Max Gust SpeedMPH,23.0
2012-10-19, Mean Wind SpeedMPH,8
2012-10-19, CloudCover,8
2012-10-20, Min Sea Level PressureIn,29.73
2012-10-20, Mean Sea Level PressureIn,29.85
2012-10-20, Max Sea Level PressureIn,30.0
2012-10-20, Mean Humidity,84
2012-10-20, Min Humidity,71
2012-10-20, Min VisibilityMiles,4
2012-10-20,Min DewpointF,39
2012-10-20, Events,Rain
2012-10-20, CloudCover,7
2012-10-20,Max Dew PointF,46
2012-10-20,Mean TemperatureF,47
2012-10-20,PrecipitationIn,0.01
2012-10-20, WindDirDegrees,250
2012-10-20, Mean Wind SpeedMPH,6
2012-10-20, Max Gust SpeedMPH,16.0
2012-10-20,Max Humidity,96
2012-10-20, Mean VisibilityMiles,10
2012-10-20, Max VisibilityMiles,10
2012-10-20,Max TemperatureF,53
2012-10-20,Min TemperatureF,40
2012-10-20, Max Wind SpeedMPH,14
2012-10-20,MeanDew PointF,44
2012-10-21, Mean VisibilityMiles,9
2012-10-21, Mean Humidity,70
2012-10-21, Max Gust SpeedMPH,18.0
2012-10-21, Min Sea Level PressureIn,29.98
2012-10-21, Max Wind SpeedMPH,14
2012-10-21,MeanDew PointF,44
2012-10-21,Mean TemperatureF,54
2012-10-21,Max Dew PointF,49
2012-10-21, CloudCover,0
2012-10-21, Max Sea Level PressureIn,30.08
2012-10-21,PrecipitationIn,0.00
2012-10-21,Max Humidity,96
2012-10-21, Mean Sea Level PressureIn,30.03
2012-10-21, Mean Wind SpeedMPH,6
2012-10-21,Max TemperatureF,71
2012-10-21,Min DewpointF,36
2012-10-21, WindDirDegrees,145
2012-10-21, Max VisibilityMiles,10
2012-10-21, Min VisibilityMiles,3
2012-10-21, Min Humidity,44
2012-10-21,Min TemperatureF,37
2012-10-22, Max VisibilityMiles,10
2012-10-22, CloudCover,4
2012-10-22, Mean Humidity,57
2012-10-22, Max Gust SpeedMPH,23.0
2012-10-22, Mean VisibilityMiles,10
2012-10-22,Min TemperatureF,59
2012-10-22, Max Sea Level PressureIn,30.06
2012-10-22, WindDirDegrees,187
2012-10-22,MeanDew PointF,52
2012-10-22, Max Wind SpeedMPH,17
2012-10-22, Mean Sea Level PressureIn,30.02
2012-10-22,Max Dew PointF,59
2012-10-22,Max TemperatureF,77
2012-10-22,Mean TemperatureF,68
2012-10-22, Min Humidity,43
2012-10-22,Min DewpointF,48
2012-10-22, Min VisibilityMiles,10
2012-10-22, Mean Wind SpeedMPH,8
2012-10-22, Min Sea Level PressureIn,29.96
2012-10-22,PrecipitationIn,T
2012-10-22,Max Humidity,70
2012-10-23,PrecipitationIn,T
2012-10-23, WindDirDegrees,210
2012-10-23,MeanDew PointF,51
2012-10-23, CloudCover,5
2012-10-23, Events,Rain
2012-10-23, Mean Wind SpeedMPH,8
2012-10-23, Max Gust SpeedMPH,25.0
2012-10-23,Max Humidity,63
2012-10-23, Min VisibilityMiles,9
2012-10-23,Min DewpointF,48
2012-10-23,Max TemperatureF,77
2012-10-23, Mean Sea Level PressureIn,29.99
2012-10-23, Mean VisibilityMiles,10
2012-10-23, Min Sea Level PressureIn,29.96
2012-10-23,Min TemperatureF,63
2012-10-23, Mean Humidity,55
2012-10-23, Min Humidity,46
2012-10-23, Max Sea Level PressureIn,30.03
2012-10-23,Max Dew PointF,56
2012-10-23, Max Wind SpeedMPH,17
2012-10-23,Mean TemperatureF,70
2012-10-23, Max VisibilityMiles,10
2012-10-24,Mean TemperatureF,69
2012-10-24,Min DewpointF,49
2012-10-24, WindDirDegrees,191
2012-10-24, Mean Wind SpeedMPH,7
2012-10-24, Mean VisibilityMiles,10
2012-10-24, Min Humidity,39
2012-10-24,MeanDew PointF,53
2012-10-24, Mean Sea Level PressureIn,30.01
2012-10-24, Min Sea Level PressureIn,29.97
2012-10-24, Max Wind SpeedMPH,15
2012-10-24,Min TemperatureF,58
2012-10-24,Max TemperatureF,79
2012-10-24,Max Humidity,75
2012-10-24, Max Gust SpeedMPH,18.0
2012-10-24,PrecipitationIn,0.00
2012-10-24,Max Dew PointF,59
2012-10-24, Min VisibilityMiles,7
2012-10-24, Mean Humidity,57
2012-10-24, Max Sea Level PressureIn,30.07
2012-10-24, Max VisibilityMiles,10
2012-10-25, Min Humidity,45
2012-10-25, Mean VisibilityMiles,10
2012-10-25, WindDirDegrees,173
2012-10-25,MeanDew PointF,54
2012-10-25,Max Humidity,86
2012-10-25, Mean Wind SpeedMPH,9
2012-10-25, Mean Sea Level PressureIn,29.93
2012-10-25,PrecipitationIn,0.00
2012-10-25,Mean TemperatureF,66
2012-10-25,Max Dew PointF,57
2012-10-25,Min DewpointF,51
2012-10-25, Max Sea Level PressureIn,29.99
2012-10-25, Max Gust SpeedMPH,28.0
2012-10-25, Mean Humidity,66
2012-10-25, Min Sea Level PressureIn,29.88
2012-10-25,Max TemperatureF,78
2012-10-25, Max VisibilityMiles,10
2012-10-25,Min TemperatureF,53
2012-10-25, Min VisibilityMiles,10
2012-10-25, Max Wind SpeedMPH,20
2012-10-26, Min VisibilityMiles,4
2012-10-26, Mean Humidity,82
2012-10-26, Max Gust SpeedMPH,23.0
2012-10-26,Mean TemperatureF,48
2012-10-26,Max Dew PointF,52
2012-10-26, Events,Rain
2012-10-26, Mean VisibilityMiles,9
2012-10-26,PrecipitationIn,0.17
2012-10-26, Max Wind SpeedMPH,16
2012-10-26, Min Sea Level PressureIn,29.97
2012-10-26,Max Humidity,93
2012-10-26,MeanDew PointF,41
2012-10-26, WindDirDegrees,347
2012-10-26, Min Humidity,71
2012-10-26, Mean Sea Level PressureIn,30.14
2012-10-26,Max TemperatureF,57
2012-10-26,Min DewpointF,35
2012-10-26, Mean Wind SpeedMPH,9
2012-10-26, Max Sea Level PressureIn,30.22
2012-10-26, CloudCover,8
2012-10-26,Min TemperatureF,39
2012-10-26, Max VisibilityMiles,10
2012-10-27,PrecipitationIn,0.00
2012-10-27,Min DewpointF,30
2012-10-27, Mean Wind SpeedMPH,11
2012-10-27, Max Gust SpeedMPH,24.0
2012-10-27, Min Sea Level PressureIn,30.12
2012-10-27, Mean Sea Level PressureIn,30.16
2012-10-27, Min Humidity,44
2012-10-27, CloudCover,0
2012-10-27,Min TemperatureF,34
2012-10-27,Mean TemperatureF,44
2012-10-27, Mean Humidity,65
2012-10-27, Max Sea Level PressureIn,30.19
2012-10-27, Mean VisibilityMiles,10
2012-10-27,Max TemperatureF,54
2012-10-27,Max Dew PointF,36
2012-10-27, WindDirDegrees,3
2012-10-27, Min VisibilityMiles,10
2012-10-27, Max VisibilityMiles,10
2012-10-27,Max Humidity,85
2012-10-27,MeanDew PointF,33
2012-10-27, Max Wind SpeedMPH,20
2012-10-28,Max TemperatureF,51
2012-10-28, CloudCover,2
2012-10-28, Max Wind SpeedMPH,20
2012-10-28,Max Dew PointF,34
2012-10-28, Min Humidity,44
2012-10-28,MeanDew PointF,31
2012-10-28, Min Sea Level PressureIn,30.1
2012-10-28, WindDirDegrees,4
2012-10-28,Min DewpointF,27
2012-10-28, Max Gust SpeedMPH,25.0
2012-10-28, Max VisibilityMiles,10
2012-10-28,Max Humidity,96
2012-10-28, Min VisibilityMiles,10
2012-10-28, Mean VisibilityMiles,10
2012-10-28, Max Sea Level PressureIn,30.16
2012-10-28, Mean Humidity,70
2012-10-28,Min TemperatureF,34
2012-10-28,Mean TemperatureF,43
2012-10-28,PrecipitationIn,0.00
2012-10-28, Mean Wind SpeedMPH,10
2012-10-28, Mean Sea Level PressureIn,30.14
2012-10-29, Max VisibilityMiles,10
2012-10-29, CloudCover,0
2012-10-29,MeanDew PointF,27
2012-10-29, Min Sea Level PressureIn,29.91
2012-10-29, Mean Sea Level PressureIn,30.07
2012-10-29, Min Humidity,28
2012-10-29,Mean TemperatureF,45
2012-10-29, Mean VisibilityMiles,10
2012-10-29,Min TemperatureF,35
2012-10-29, Mean Humidity,52
2012-10-29, Max Wind SpeedMPH,28
2012-10-29, Max Sea Level PressureIn,30.14
2012-10-29,Max TemperatureF,55
2012-10-29, WindDirDegrees,346
2012-10-29,Max Humidity,76
2012-10-29, Min VisibilityMiles,10
2012-10-29, Mean Wind SpeedMPH,13
2012-10-29, Max Gust SpeedMPH,38.0
2012-10-29,Min DewpointF,21
2012-10-29,Max Dew PointF,32
2012-10-29,PrecipitationIn,0.00
2012-10-30, Mean Wind SpeedMPH,10
2012-10-30,Max Humidity,70
2012-10-30,MeanDew PointF,30
2012-10-30, WindDirDegrees,312
2012-10-30,Max Dew PointF,34
2012-10-30, Max VisibilityMiles,10
2012-10-30, Max Sea Level PressureIn,29.88
2012-10-30,Max TemperatureF,44
2012-10-30, Mean Humidity,64
2012-10-30, Max Wind SpeedMPH,20
2012-10-30, Events,Rain
2012-10-30,Min TemperatureF,39
2012-10-30, Mean VisibilityMiles,10
2012-10-30, Min Humidity,57
2012-10-30,Mean TemperatureF,42
2012-10-30,PrecipitationIn,0.02
2012-10-30, CloudCover,5
2012-10-30, Mean Sea Level PressureIn,29.75
2012-10-30, Min Sea Level PressureIn,29.7
2012-10-30,Min DewpointF,28
2012-10-30, Max Gust SpeedMPH,30.0
2012-10-30, Min VisibilityMiles,9
2012-10-31, Mean Wind SpeedMPH,9
2012-10-31, Max Wind SpeedMPH,17
2012-10-31, Min Sea Level PressureIn,29.75
2012-10-31,Mean TemperatureF,41
2012-10-31, Mean VisibilityMiles,10
2012-10-31,Min TemperatureF,33
2012-10-31,MeanDew PointF,28
2012-10-31,Max TemperatureF,48
2012-10-31,Max Humidity,75
2012-10-31, Max Gust SpeedMPH,25.0
2012-10-31,Max Dew PointF,31
2012-10-31,PrecipitationIn,0.00
2012-10-31, CloudCover,3
2012-10-31,Min DewpointF,25
2012-10-31, Min VisibilityMiles,10
2012-10-31, Max VisibilityMiles,10
2012-10-31, WindDirDegrees,294
2012-10-31, Max Sea Level PressureIn,29.88
2012-10-31, Mean Humidity,62
2012-10-31, Min Humidity,49
2012-10-31, Mean Sea Level PressureIn,29.81
2012-11-01, Max Sea Level PressureIn,29.95
2012-11-01, WindDirDegrees,272
2012-11-01, Min VisibilityMiles,10
2012-11-01,Min TemperatureF,30
2012-11-01,MeanDew PointF,23
2012-11-01,Max Humidity,72
2012-11-01, Mean Wind SpeedMPH,7
2012-11-01, CloudCover,3
2012-11-01, Min Sea Level PressureIn,29.85
2012-11-01, Mean Sea Level PressureIn,29.89
2012-11-01, Max Wind SpeedMPH,16
2012-11-01,Max TemperatureF,55
2012-11-01,Min DewpointF,15
2012-11-01, Min Humidity,22
2012-11-01,Max Dew PointF,31
2012-11-01, Mean Humidity,47
2012-11-01, Max Gust SpeedMPH,22.0
2012-11-01, Max VisibilityMiles,10
2012-11-01, Mean VisibilityMiles,10
2012-11-01,Mean TemperatureF,43
2012-11-01,PrecipitationIn,0.00
2012-11-02, Mean Sea Level PressureIn,29.99
2012-11-02,MeanDew PointF,31
2012-11-02, Min Humidity,41
2012-11-02, WindDirDegrees,355
2012-11-02, Mean Humidity,62
2012-11-02, CloudCover,0
2012-11-02, Max VisibilityMiles,10
2012-11-02,Min TemperatureF,31
2012-11-02,PrecipitationIn,0.00
2012-11-02, Max Gust SpeedMPH,15.0
2012-11-02,Mean TemperatureF,43
2012-11-02, Min VisibilityMiles,5
2012-11-02,Max Humidity,82
2012-11-02, Mean Wind SpeedMPH,4
2012-11-02, Min Sea Level PressureIn,29.83
2012-11-02, Max Wind SpeedMPH,12
2012-11-02,Min DewpointF,28
2012-11-02,Max TemperatureF,55
2012-11-02, Mean VisibilityMiles,10
2012-11-02,Max Dew PointF,33
2012-11-02, Max Sea Level PressureIn,30.1
2012-11-03, Min VisibilityMiles,6
2012-11-03,PrecipitationIn,0.18
2012-11-03, Events,Rain
2012-11-03,Max Dew PointF,38
2012-11-03, Max Gust SpeedMPH,16.0
2012-11-03, Max Wind SpeedMPH,13
2012-11-03,Max Humidity,92
2012-11-03, Mean Wind SpeedMPH,6
2012-11-03,MeanDew PointF,35
2012-11-03,Max TemperatureF,41
2012-11-03, Max Sea Level PressureIn,30.16
2012-11-03, Mean Sea Level PressureIn,30.12
2012-11-03, Mean Humidity,84
2012-11-03, Min Sea Level PressureIn,30.07
2012-11-03,Min TemperatureF,34
2012-11-03, WindDirDegrees,60
2012-11-03, Min Humidity,75
2012-11-03, Mean VisibilityMiles,10
2012-11-03, Max VisibilityMiles,10
2012-11-03,Mean TemperatureF,38
2012-11-03, CloudCover,6
2012-11-03,Min DewpointF,29
2012-11-04, Min Humidity,50
2012-11-04, Min Sea Level PressureIn,30.15
2012-11-04, Max Sea Level PressureIn,30.22
2012-11-04, Mean VisibilityMiles,8
2012-11-04,PrecipitationIn,0.00
2012-11-04,Max TemperatureF,49
2012-11-04,MeanDew PointF,30
2012-11-04, Mean Wind SpeedMPH,4
2012-11-04, Min VisibilityMiles,3
2012-11-04,Max Humidity,96
2012-11-04,Mean TemperatureF,38
2012-11-04, Max Wind SpeedMPH,14
2012-11-04, CloudCover,0
2012-11-04,Min DewpointF,26
2012-11-04,Min TemperatureF,27
2012-11-04, Mean Sea Level PressureIn,30.18
2012-11-04, Max VisibilityMiles,10
2012-11-04, Mean Humidity,73
2012-11-04, Max Gust SpeedMPH,18.0
2012-11-04, WindDirDegrees,4
2012-11-04,Max Dew PointF,34
2012-11-05, Max Sea Level PressureIn,30.18
2012-11-05, CloudCover,0
2012-11-05, Mean VisibilityMiles,8
2012-11-05,Mean TemperatureF,37
2012-11-05,Min TemperatureF,23
2012-11-05,PrecipitationIn,0.00
2012-11-05, Mean Humidity,71
2012-11-05, Max VisibilityMiles,10
2012-11-05, Min VisibilityMiles,3
2012-11-05,Max Dew PointF,30
2012-11-05, Max Gust SpeedMPH,13.0
2012-11-05,Max Humidity,96
2012-11-05,Max TemperatureF,50
2012-11-05, Min Sea Level PressureIn,30.09
2012-11-05, Max Wind SpeedMPH,9
2012-11-05, Mean Sea Level PressureIn,30.14
2012-11-05,MeanDew PointF,26
2012-11-05, Mean Wind SpeedMPH,2
2012-11-05,Min DewpointF,21
2012-11-05, WindDirDegrees,69
2012-11-05, Min Humidity,45
2012-11-06, CloudCover,5
2012-11-06, Max Wind SpeedMPH,7
2012-11-06, Events,Rain
2012-11-06, Max VisibilityMiles,10
2012-11-06, Mean Sea Level PressureIn,30.0
2012-11-06,MeanDew PointF,31
2012-11-06,PrecipitationIn,0.03
2012-11-06, Max Gust SpeedMPH,10.0
2012-11-06,Max Dew PointF,39
2012-11-06, Mean Wind SpeedMPH,2
2012-11-06, Min Humidity,46
2012-11-06, Max Sea Level PressureIn,30.09
2012-11-06,Min DewpointF,23
2012-11-06, WindDirDegrees,181
2012-11-06, Min VisibilityMiles,4
2012-11-06, Mean VisibilityMiles,8
2012-11-06, Mean Humidity,69
2012-11-06, Min Sea Level PressureIn,29.91
2012-11-06,Max TemperatureF,51
2012-11-06,Min TemperatureF,25
2012-11-06,Mean TemperatureF,38
2012-11-06,Max Humidity,92
2012-11-07, Mean Humidity,86
2012-11-07, Max VisibilityMiles,10
2012-11-07,Max Humidity,100
2012-11-07,Min DewpointF,31
2012-11-07, Min Humidity,71
2012-11-07, WindDirDegrees,43
2012-11-07,MeanDew PointF,38
2012-11-07, Max Gust SpeedMPH,10.0
2012-11-07, Mean Sea Level PressureIn,29.98
2012-11-07,PrecipitationIn,0.05
2012-11-07, Mean Wind SpeedMPH,2
2012-11-07, Max Wind SpeedMPH,8
2012-11-07, Max Sea Level PressureIn,30.16
2012-11-07, Events,Rain
2012-11-07,Mean TemperatureF,40
2012-11-07,Min TemperatureF,32
2012-11-07, Min Sea Level PressureIn,29.88
2012-11-07, CloudCover,7
2012-11-07, Mean VisibilityMiles,4
2012-11-07,Max TemperatureF,47
2012-11-07,Max Dew PointF,39
2012-11-08,MeanDew PointF,32
2012-11-08,Min DewpointF,26
2012-11-08, Mean VisibilityMiles,3
2012-11-08, CloudCover,3
2012-11-08,Max Dew PointF,37
2012-11-08,Max TemperatureF,49
2012-11-08,Max Humidity,100
2012-11-08, WindDirDegrees,278
2012-11-08,Min TemperatureF,27
2012-11-08,PrecipitationIn,0.00
2012-11-08, Mean Humidity,81
2012-11-08, Events,Fog
2012-11-08, Min Humidity,61
2012-11-08, Max Gust SpeedMPH,12.0
2012-11-08, Max Sea Level PressureIn,30.26
2012-11-08,Mean TemperatureF,38
2012-11-08, Mean Sea Level PressureIn,30.2
2012-11-08, Max VisibilityMiles,10
2012-11-08, Max Wind SpeedMPH,9
2012-11-08, Min VisibilityMiles,0
2012-11-08, Min Sea Level PressureIn,30.14
2012-11-09, Mean Sea Level PressureIn,30.14
2012-11-09,Max Dew PointF,41
2012-11-09, Mean Humidity,72
2012-11-09,MeanDew PointF,33
2012-11-09,Mean TemperatureF,45
2012-11-09, Max VisibilityMiles,10
2012-11-09,Min DewpointF,27
2012-11-09,Max TemperatureF,62
2012-11-09, Min Sea Level PressureIn,30.06
2012-11-09,Max Humidity,100
2012-11-09, Max Gust SpeedMPH,21.0
2012-11-09, Min Humidity,43
2012-11-09, Min VisibilityMiles,0
2012-11-09, Events,Fog
2012-11-09, Mean VisibilityMiles,5
2012-11-09,Min TemperatureF,28
2012-11-09, Mean Wind SpeedMPH,7
2012-11-09, WindDirDegrees,154
2012-11-09, Max Sea Level PressureIn,30.22
2012-11-09, Max Wind SpeedMPH,17
2012-11-09,PrecipitationIn,0.00
2012-11-10, Max Sea Level PressureIn,30.15
2012-11-10,Min DewpointF,39
2012-11-10,PrecipitationIn,0.00
2012-11-10, Mean Humidity,53
2012-11-10, Max Gust SpeedMPH,28.0
2012-11-10, Mean Sea Level PressureIn,30.1
2012-11-10,Max Dew PointF,47
2012-11-10, Mean Wind SpeedMPH,10
2012-11-10, Max Wind SpeedMPH,21
2012-11-10,Mean TemperatureF,61
2012-11-10, Min Sea Level PressureIn,30.05
2012-11-10, Min VisibilityMiles,10
2012-11-10,MeanDew PointF,42
2012-11-10,Min TemperatureF,48
2012-11-10, Mean VisibilityMiles,10
2012-11-10, Min Humidity,35
2012-11-10,Max TemperatureF,73
2012-11-10, Max VisibilityMiles,10
2012-11-10, WindDirDegrees,185
2012-11-10,Max Humidity,71
2012-11-10, CloudCover,0
2012-11-11, WindDirDegrees,178
2012-11-11,Max Dew PointF,53
2012-11-11, Mean VisibilityMiles,10
2012-11-11, Max Sea Level PressureIn,30.15
2012-11-11, Mean Sea Level PressureIn,30.05
2012-11-11, Mean Wind SpeedMPH,13
2012-11-11, Min Humidity,44
2012-11-11, Max Wind SpeedMPH,25
2012-11-11,Mean TemperatureF,60
2012-11-11,MeanDew PointF,44
2012-11-11, Max VisibilityMiles,10
2012-11-11, Min VisibilityMiles,8
2012-11-11, Min Sea Level PressureIn,29.95
2012-11-11,Min TemperatureF,53
2012-11-11,Max TemperatureF,67
2012-11-11,Max Humidity,64
2012-11-11, CloudCover,2
2012-11-11, Mean Humidity,54
2012-11-11, Events,Rain
2012-11-11, Max Gust SpeedMPH,35.0
2012-11-11,Min DewpointF,41
2012-11-11,PrecipitationIn,0.09
2012-11-12, Events,Fog-Rain-Snow
2012-11-12, Min Humidity,48
2012-11-12, Mean Humidity,72
2012-11-12, CloudCover,6
2012-11-12,Max Humidity,96
2012-11-12, WindDirDegrees,267
2012-11-12,Max TemperatureF,57
2012-11-12,Min TemperatureF,28
2012-11-12, Min Sea Level PressureIn,29.96
2012-11-12, Min VisibilityMiles,0
2012-11-12, Max VisibilityMiles,10
2012-11-12,Mean TemperatureF,43
2012-11-12, Max Wind SpeedMPH,21
2012-11-12, Mean Wind SpeedMPH,8
2012-11-12, Mean Sea Level PressureIn,30.13
2012-11-12,MeanDew PointF,38
2012-11-12, Max Sea Level PressureIn,30.41
2012-11-12,Max Dew PointF,54
2012-11-12,PrecipitationIn,0.77
2012-11-12, Mean VisibilityMiles,6
2012-11-12, Max Gust SpeedMPH,29.0
2012-11-12,Min DewpointF,21
2012-11-13,MeanDew PointF,22
2012-11-13, Max Sea Level PressureIn,30.53
2012-11-13, Max VisibilityMiles,10
2012-11-13, Min VisibilityMiles,10
2012-11-13, WindDirDegrees,351
2012-11-13,PrecipitationIn,0.00
2012-11-13,Max Dew PointF,24
2012-11-13,Min DewpointF,21
2012-11-13, Max Gust SpeedMPH,14.0
2012-11-13, Mean Humidity,64
2012-11-13, CloudCover,0
2012-11-13,Max Humidity,85
2012-11-13,Max TemperatureF,43
2012-11-13,Min TemperatureF,24
2012-11-13, Min Sea Level PressureIn,30.41
2012-11-13,Mean TemperatureF,34
2012-11-13, Max Wind SpeedMPH,8
2012-11-13, Mean Wind SpeedMPH,2
2012-11-13, Min Humidity,43
2012-11-13, Mean Sea Level PressureIn,30.48
2012-11-13, Mean VisibilityMiles,10
2012-11-14, Min VisibilityMiles,8
2012-11-14, CloudCover,0
2012-11-14,Max Dew PointF,27
2012-11-14, Max Gust SpeedMPH,16.0
2012-11-14,Max Humidity,92
2012-11-14, WindDirDegrees,84
2012-11-14, Mean Wind SpeedMPH,3
2012-11-14, Max Sea Level PressureIn,30.53
2012-11-14,Max TemperatureF,44
2012-11-14, Max Wind SpeedMPH,13
2012-11-14, Min Humidity,49
2012-11-14,Mean TemperatureF,34
2012-11-14, Max VisibilityMiles,10
2012-11-14, Mean Humidity,71
2012-11-14, Mean Sea Level PressureIn,30.46
2012-11-14,Min TemperatureF,24
2012-11-14, Mean VisibilityMiles,10
2012-11-14,MeanDew PointF,24
2012-11-14,PrecipitationIn,0.00
2012-11-14,Min DewpointF,20
2012-11-14, Min Sea Level PressureIn,30.39
2012-11-15,Max Humidity,96
2012-11-15, Max VisibilityMiles,10
2012-11-15,Max Dew PointF,30
2012-11-15, Min Humidity,49
2012-11-15, Max Wind SpeedMPH,7
2012-11-15, Max Gust SpeedMPH,9.0
2012-11-15, WindDirDegrees,39
2012-11-15, Min VisibilityMiles,2
2012-11-15,PrecipitationIn,0.00
2012-11-15,Mean TemperatureF,35
2012-11-15, Min Sea Level PressureIn,30.33
2012-11-15, Mean VisibilityMiles,6
2012-11-15,Min DewpointF,20
2012-11-15,Min TemperatureF,22
2012-11-15, Mean Sea Level PressureIn,30.37
2012-11-15,MeanDew PointF,25
2012-11-15, Max Sea Level PressureIn,30.4
2012-11-15,Max TemperatureF,47
2012-11-15, CloudCover,0
2012-11-15, Mean Humidity,73
2012-11-16,MeanDew PointF,26
2012-11-16,Max Dew PointF,32
2012-11-16,Min TemperatureF,22
2012-11-16, Max Gust SpeedMPH,13.0
2012-11-16,Max TemperatureF,53
2012-11-16, Mean Sea Level PressureIn,30.44
2012-11-16, WindDirDegrees,44
2012-11-16, Max VisibilityMiles,10
2012-11-16, Max Sea Level PressureIn,30.49
2012-11-16,Max Humidity,96
2012-11-16,Mean TemperatureF,38
2012-11-16, Min Humidity,38
2012-11-16, Min VisibilityMiles,2
2012-11-16, Mean Humidity,67
2012-11-16, CloudCover,0
2012-11-16, Max Wind SpeedMPH,10
2012-11-16, Mean VisibilityMiles,6
2012-11-16, Mean Wind SpeedMPH,2
2012-11-16,Min DewpointF,20
2012-11-16,PrecipitationIn,0.00
2012-11-16, Min Sea Level PressureIn,30.38
2012-11-17,Max Dew PointF,34
2012-11-17,PrecipitationIn,0.00
2012-11-17, CloudCover,0
2012-11-17, Min Sea Level PressureIn,30.44
2012-11-17,Mean TemperatureF,40
2012-11-17, Mean Humidity,61
2012-11-17,Min DewpointF,22
2012-11-17, Min VisibilityMiles,2
2012-11-17, Max VisibilityMiles,10
2012-11-17, Mean Wind SpeedMPH,2
2012-11-17, Mean VisibilityMiles,6
2012-11-17,Min TemperatureF,23
2012-11-17,MeanDew PointF,27
2012-11-17,Max Humidity,92
2012-11-17, Min Humidity,30
2012-11-17, Max Sea Level PressureIn,30.56
